parliamentarian_1,parliamentarian_2,proportion_agreement,region_1,region_2,partido_1,partido_2,Diputado_1,Diputado_2,sector_1,sector_2,person_1,person_2,label,sentiment,in_degree_1,out_degree_1,in_degree_2,out_degree_2,total_degree_1,total_degree_2,common_neighbors,page_rank_1,page_rank_2,betweenness_1,betweenness_2,closeness_1,closeness_2,eigenvector_1,eigenvector_2,cluster_1,cluster_2
"Coloma, Juan Antonio","Mirosevic, Vlado",1.085638998682477,Región Metropolitana de Santiago (47),Región de Arica y Parinacota (3),UDI,PL,Juan Antonio Coloma Alamos,Vlado Mirosevic Verdugo,centro_derecha,centro_izquierda,juan antonio coloma,vlado mirosevic,neutral,neutral,3,8,18,7,59.0,98.0,2,0.003669225254095355,0.01924656979098343,0.0021464394983042594,0.012840871707201438,0.023496240601503758,0.18804222093695777,0.14938467296323665,0.24624150615810503,cluster_5,cluster_1
"Coloma, Juan Antonio","Mirosevic, Vlado",1.085638998682477,Región Metropolitana de Santiago (47),Región de Arica y Parinacota (3),UDI,PL,Juan Antonio Coloma Alamos,Vlado Mirosevic Verdugo,centro_derecha,centro_izquierda,juan antonio coloma,vlado mirosevic,positive,positive,3,8,18,7,59.0,98.0,2,0.003669225254095355,0.01924656979098343,0.0021464394983042594,0.012840871707201438,0.023496240601503758,0.18804222093695777,0.14938467296323665,0.24624150615810503,cluster_5,cluster_1
"Coloma, Juan Antonio","Mirosevic, Vlado",1.085638998682477,Región Metropolitana de Santiago (47),Región de Arica y Parinacota (3),UDI,PL,Juan Antonio Coloma Alamos,Vlado Mirosevic Verdugo,centro_derecha,centro_izquierda,juan antonio coloma,vlado mirosevic,positive,positive,3,8,18,7,59.0,98.0,2,0.003669225254095355,0.01924656979098343,0.0021464394983042594,0.012840871707201438,0.023496240601503758,0.18804222093695777,0.14938467296323665,0.24624150615810503,cluster_5,cluster_1
"Coloma, Juan Antonio","Mirosevic, Vlado",1.085638998682477,Región Metropolitana de Santiago (47),Región de Arica y Parinacota (3),UDI,PL,Juan Antonio Coloma Alamos,Vlado Mirosevic Verdugo,centro_derecha,centro_izquierda,juan antonio coloma,vlado mirosevic,positive,positive,3,8,18,7,59.0,98.0,2,0.003669225254095355,0.01924656979098343,0.0021464394983042594,0.012840871707201438,0.023496240601503758,0.18804222093695777,0.14938467296323665,0.24624150615810503,cluster_5,cluster_1
"Coloma, Juan Antonio","Mirosevic, Vlado",1.085638998682477,Región Metropolitana de Santiago (47),Región de Arica y Parinacota (3),UDI,PL,Juan Antonio Coloma Alamos,Vlado Mirosevic Verdugo,centro_derecha,centro_izquierda,juan antonio coloma,vlado mirosevic,positive,positive,3,8,18,7,59.0,98.0,2,0.003669225254095355,0.01924656979098343,0.0021464394983042594,0.012840871707201438,0.023496240601503758,0.18804222093695777,0.14938467296323665,0.24624150615810503,cluster_5,cluster_1
"Mellado, Miguel","Yeomans, Gael",1.088274044795784,Región de la Araucanía (11),Región Metropolitana de Santiago (47),RN,CS,Miguel Mellado Suazo,Gael Yeomans Araya,centro_derecha,izquierda,miguel mellado,gael yeomans,negative,negative,2,8,18,0,43.0,47.0,2,0.0036041962861106764,0.061820117550024575,0.0007660915533867781,0.0,0.013157894736842105,0.2627212389380531,0.07930537894118544,0.13104403972365736,cluster_4,cluster_1
"Meza, Jose Carlos","Musante, Camila",1.0909090909090908,Región Metropolitana de Santiago (47),Región Metropolitana de Santiago (47),PLR,Ind-PPD,Jose Carlos Meza Pereira,Camila Musante Muller,derecha,centro_izquierda,jose meza,camila musante,positive,positive,1,2,4,4,6.0,20.0,0,0.003157728207781002,0.0075967114252774295,0.00016120599512025097,0.0014806262344603228,0.008771929824561403,0.06853070175438597,0.00583649246934448,0.034885482553301345,cluster_7,cluster_1
"Schneider, Emilia","Teao, Hotuiti",1.0922266139657444,Región Metropolitana de Santiago (47),Región de Valparaíso (16),CS,Ind-Evópoli,Emilia Schneider Videla,Hotuiti Teao Drago,izquierda,centro_derecha,emilia schneider,hotuiti teao,negative,negative,7,2,4,0,32.0,7.0,0,0.010069789815173301,0.008669275581436155,0.0029844893691181595,0.0,0.1252718573292736,0.11153610771113831,0.06963389944846664,0.011623531801078729,cluster_1,cluster_6
"Arroyo, Roberto","Cariola, Karol",1.0922266139657444,Región del Biobío (13),Región Metropolitana de Santiago (47),PSC,PCCh,Roberto Arroyo Munoz,Karol Cariola Oliva,derecha,izquierda,roberto arroyo,karol cariola,positive,positive,1,12,12,24,29.0,111.0,2,0.003207319383151129,0.006183932373787416,0.0009331067735564075,0.023744309672551225,0.006578947368421052,0.0805921052631579,0.03206121150628474,0.22865286518953865,cluster_3,cluster_2
"Barrera, Boris","Sauerbaum, Frank",1.0922266139657444,Región Metropolitana de Santiago (47),Región de Ńuble (5),PCCh,RN,Boris Barrera Moreno,Frank Sauerbaum Munoz,izquierda,centro_derecha,boris barrera,frank sauerbaum,neutral,neutral,1,8,5,2,28.0,43.0,2,0.003096618602325501,0.007832474863607443,0.00010166143836412221,0.000737045428139886,0.006578947368421052,0.084070796460177,0.07386446616545454,0.0650559962671464,cluster_1,cluster_1
"Acevedo, Maria Candelaria","Borquez, Fernando",1.093544137022398,Región del Biobío (13),Región de Los Lagos (9),PCCh,Ind-UDI,Maria Candelaria Acevedo Saez,Fernando Borquez Montecinos,izquierda,centro_derecha,candelaria acevedo,fernando bórquez,positive,positive,0,17,3,8,31.0,23.0,3,0.0029305674310870604,0.003626428054511895,0.0,0.0005838271174625306,0.0,0.019736842105263157,0.025654982901228494,0.01897494078777179,cluster_3,cluster_5
"Acevedo, Maria Candelaria","Borquez, Fernando",1.093544137022398,Región del Biobío (13),Región de Los Lagos (9),PCCh,Ind-UDI,Maria Candelaria Acevedo Saez,Fernando Borquez Montecinos,izquierda,centro_derecha,candelaria acevedo,fernando bórquez,neutral,neutral,0,17,3,8,31.0,23.0,3,0.0029305674310870604,0.003626428054511895,0.0,0.0005838271174625306,0.0,0.019736842105263157,0.025654982901228494,0.01897494078777179,cluster_3,cluster_5
"Lavin, Joaquin","Sagardia, Clara",1.0961791831357048,Región Metropolitana de Santiago (47),Región del Biobío (13),UDI,Ind-CS,Joaquin Lavin Leon,Clara Sagardia Cabezas,centro_derecha,izquierda,joaquín lavín,clara sagardia,neutral,neutral,3,1,3,1,15.0,15.0,2,0.004997638844241146,0.008642527266479154,0.0006099686301847334,0.000435691878703381,0.07894736842105264,0.07024853801169591,0.028612338692937958,0.03817187946796412,cluster_2,cluster_2
"Bravo, Ana Maria","Lilayu, Daniel",1.098814229249012,Región de Los Ríos (5),Región de Los Lagos (9),PS,UDI,Ana Maria Bravo Castro,Daniel Lilayu Vivanco,centro_izquierda,centro_derecha,marta bravo,daniel lilayu,negative,negative,0,4,1,3,12.0,10.0,1,0.0029305674310870604,0.003553259323231215,0.0,6.535378180550714e-05,0.0,0.006578947368421052,0.02537505336107635,0.02354955457290808,cluster_5,cluster_5
"De la Carrera, Gonzalo","Pulgar, Francisco",1.098814229249012,Región Metropolitana de Santiago (47),Región del Maule (11),Ind-PLR,Ind-PL,Gonzalo de la Carrera Correa,Francisco Pulgar Castillo,derecha,centro_izquierda,gonzalo de la carrera,francisco muñoz,negative,negative,2,9,3,0,33.0,5.0,0,0.00340347517388777,0.004776678753486953,0.002716590731796378,0.0,0.05592105263157895,0.07185577580314423,0.11115937553323059,0.024573261166165605,cluster_4,cluster_4
"Urruticoechea, Cristobal","Yeomans, Gael",1.1040843214756255,Región del Biobío (13),Región Metropolitana de Santiago (47),PLR,CS,Cristobal Urruticoechea Rios,Gael Yeomans Araya,derecha,izquierda,cristóbal urruticoechea,gael yeomans,negative,negative,1,1,18,0,13.0,47.0,0,0.003908198090921831,0.061820117550024575,0.00011981526664342977,0.0,0.03867276887871854,0.2627212389380531,0.01713584387961807,0.13104403972365736,cluster_6,cluster_1
"Urruticoechea, Cristobal","Yeomans, Gael",1.1040843214756255,Región del Biobío (13),Región Metropolitana de Santiago (47),PLR,CS,Cristobal Urruticoechea Rios,Gael Yeomans Araya,derecha,izquierda,cristóbal urruticoechea,gael yeomans,negative,negative,1,1,18,0,13.0,47.0,0,0.003908198090921831,0.061820117550024575,0.00011981526664342977,0.0,0.03867276887871854,0.2627212389380531,0.01713584387961807,0.13104403972365736,cluster_6,cluster_1
"Undurraga, Francisco","Winter, Gonzalo",1.1040843214756255,Región Metropolitana de Santiago (47),Región Metropolitana de Santiago (47),Evópoli,CS,Francisco Undurraga Gazitua,Gonzalo Winter Etcheberry,centro_derecha,izquierda,francisco undurraga,gonzalo winter,neutral,neutral,11,2,10,1,47.0,41.0,1,0.046209286283545016,0.03589801482299446,0.004814395259672359,0.0007485894009944202,0.2304002192982456,0.23796671165092217,0.11774056669617243,0.1200664607204339,cluster_1,cluster_1
"Hirsch, Tomas","Ojeda, Mauricio",1.1067193675889329,Región Metropolitana de Santiago (47),Región de la Araucanía (11),AH,Ind-PLR,Tomas Hirsch Goldschmidt,Mauricio Ojeda Rebolledo,izquierda,derecha,tomas hirsch,mauricio ojeda,negative,negative,0,1,6,0,3.0,23.0,0,0.0029305674310870604,0.009430610705042843,0.0,0.0,0.0,0.08845029239766082,0.002089870192435378,0.06312995753609574,cluster_2,cluster_2
"Bravo, Ana Maria","Martinez, Cristobal",1.1080368906455862,Región de Los Ríos (5),Región de Ńuble (5),PS,UDI,Ana Maria Bravo Castro,Cristobal Martinez Ramirez,centro_izquierda,centro_derecha,marta bravo,cristóbal martínez,positive,positive,0,4,7,0,12.0,20.0,1,0.0029305674310870604,0.006554216134591015,0.0,0.0,0.0,0.05157894736842106,0.02537505336107635,0.03333738002389938,cluster_5,cluster_5
"Arroyo, Roberto","Giordano, Andres",1.1119894598155469,Región del Biobío (13),Región Metropolitana de Santiago (47),PSC,Ind-RD,Roberto Arroyo Munoz,Andres Giordano Salazar,derecha,izquierda,roberto arroyo,andrés giordano,neutral,neutral,1,12,13,2,29.0,20.0,1,0.003207319383151129,0.009180072714700142,0.0009331067735564075,0.0008583130010456605,0.006578947368421052,0.095,0.03206121150628474,0.07605611507394704,cluster_3,cluster_3
"Arroyo, Roberto","Mirosevic, Vlado",1.1146245059288538,Región del Biobío (13),Región de Arica y Parinacota (3),PSC,PL,Roberto Arroyo Munoz,Vlado Mirosevic Verdugo,derecha,centro_izquierda,roberto arroyo,vlado mirosevic,negative,negative,1,12,18,7,29.0,98.0,2,0.003207319383151129,0.01924656979098343,0.0009331067735564075,0.012840871707201438,0.006578947368421052,0.18804222093695777,0.03206121150628474,0.24624150615810503,cluster_3,cluster_1
"Sauerbaum, Frank","Yeomans, Gael",1.1172595520421609,Región de Ńuble (5),Región Metropolitana de Santiago (47),RN,CS,Frank Sauerbaum Munoz,Gael Yeomans Araya,centro_derecha,izquierda,frank sauerbaum,gael yeomans,neutral,neutral,5,2,18,0,43.0,47.0,3,0.007832474863607443,0.061820117550024575,0.000737045428139886,0.0,0.084070796460177,0.2627212389380531,0.0650559962671464,0.13104403972365736,cluster_1,cluster_1
"De la Carrera, Gonzalo","Manouchehri, Daniel",1.1225296442687749,Región Metropolitana de Santiago (47),Región de Coquimbo (7),Ind-PLR,PS,Gonzalo de la Carrera Correa,Daniel Manouchehri Moghadam Kashan Lobos,derecha,centro_izquierda,gonzalo de la carrera,daniel manouchehri,negative,negative,2,9,6,1,33.0,17.0,0,0.00340347517388777,0.008388234844777447,0.002716590731796378,0.0002396305332868595,0.05592105263157895,0.07792809488510008,0.11115937553323059,0.026859832443703383,cluster_4,cluster_8
"De la Carrera, Gonzalo","Manouchehri, Daniel",1.1225296442687749,Región Metropolitana de Santiago (47),Región de Coquimbo (7),Ind-PLR,PS,Gonzalo de la Carrera Correa,Daniel Manouchehri Moghadam Kashan Lobos,derecha,centro_izquierda,gonzalo de la carrera,daniel manouchehri,negative,negative,2,9,6,1,33.0,17.0,0,0.00340347517388777,0.008388234844777447,0.002716590731796378,0.0002396305332868595,0.05592105263157895,0.07792809488510008,0.11115937553323059,0.026859832443703383,cluster_4,cluster_8
"De la Carrera, Gonzalo","Manouchehri, Daniel",1.1225296442687749,Región Metropolitana de Santiago (47),Región de Coquimbo (7),Ind-PLR,PS,Gonzalo de la Carrera Correa,Daniel Manouchehri Moghadam Kashan Lobos,derecha,centro_izquierda,gonzalo de la carrera,daniel manouchehri,negative,negative,2,9,6,1,33.0,17.0,0,0.00340347517388777,0.008388234844777447,0.002716590731796378,0.0002396305332868595,0.05592105263157895,0.07792809488510008,0.11115937553323059,0.026859832443703383,cluster_4,cluster_8
"De la Carrera, Gonzalo","Manouchehri, Daniel",1.1225296442687749,Región Metropolitana de Santiago (47),Región de Coquimbo (7),Ind-PLR,PS,Gonzalo de la Carrera Correa,Daniel Manouchehri Moghadam Kashan Lobos,derecha,centro_izquierda,gonzalo de la carrera,daniel manouchehri,negative,negative,2,9,6,1,33.0,17.0,0,0.00340347517388777,0.008388234844777447,0.002716590731796378,0.0002396305332868595,0.05592105263157895,0.07792809488510008,0.11115937553323059,0.026859832443703383,cluster_4,cluster_8
"De la Carrera, Gonzalo","Manouchehri, Daniel",1.1225296442687749,Región Metropolitana de Santiago (47),Región de Coquimbo (7),Ind-PLR,PS,Gonzalo de la Carrera Correa,Daniel Manouchehri Moghadam Kashan Lobos,derecha,centro_izquierda,gonzalo de la carrera,daniel manouchehri,negative,negative,2,9,6,1,33.0,17.0,0,0.00340347517388777,0.008388234844777447,0.002716590731796378,0.0002396305332868595,0.05592105263157895,0.07792809488510008,0.11115937553323059,0.026859832443703383,cluster_4,cluster_8
"De la Carrera, Gonzalo","Manouchehri, Daniel",1.1225296442687749,Región Metropolitana de Santiago (47),Región de Coquimbo (7),Ind-PLR,PS,Gonzalo de la Carrera Correa,Daniel Manouchehri Moghadam Kashan Lobos,derecha,centro_izquierda,gonzalo de la carrera,daniel manouchehri,negative,negative,2,9,6,1,33.0,17.0,0,0.00340347517388777,0.008388234844777447,0.002716590731796378,0.0002396305332868595,0.05592105263157895,0.07792809488510008,0.11115937553323059,0.026859832443703383,cluster_4,cluster_8
"De la Carrera, Gonzalo","Manouchehri, Daniel",1.1225296442687749,Región Metropolitana de Santiago (47),Región de Coquimbo (7),Ind-PLR,PS,Gonzalo de la Carrera Correa,Daniel Manouchehri Moghadam Kashan Lobos,derecha,centro_izquierda,gonzalo de la carrera,daniel manouchehri,negative,negative,2,9,6,1,33.0,17.0,0,0.00340347517388777,0.008388234844777447,0.002716590731796378,0.0002396305332868595,0.05592105263157895,0.07792809488510008,0.11115937553323059,0.026859832443703383,cluster_4,cluster_8
"Santana, Juan","Schalper, Diego",1.1264822134387351,Región de Atacama (5),Región del Libertador General Bernardo O'Higgins (9),PS,RN,Juan Santana Castillo,Diego Schalper Sepulveda,centro_izquierda,centro_derecha,juan santana,diego schalper,positive,positive,9,1,17,1,32.0,86.0,0,0.014995578284714034,0.03442255882263488,0.0014283432090159169,0.0033738803410291733,0.13921052631578948,0.2331288343558282,0.08465475242233617,0.1855878281335197,cluster_7,cluster_4
"Kaiser, Johannes","Orsini, Maite",1.127799736495389,Región Metropolitana de Santiago (47),Región Metropolitana de Santiago (47),PLR,RD,Johannes Kaiser Barents-Von Hohenhagen,Maite Orsini Pascal,derecha,izquierda,johannes kaiser,maite orsini,positive,positive,5,10,6,4,50.0,55.0,1,0.007091671786560791,0.006503163988794764,0.010291768328105029,0.004375798768444289,0.08596491228070174,0.09800362976406533,0.08644437652545693,0.09927006463158107,cluster_2,cluster_2
"Alessandri, Jorge","Venegas, Nelson",1.1370223978919631,Región Metropolitana de Santiago (47),Región de Valparaíso (16),UDI,PS,Jorge Alessandri Vergara,Nelson Venegas Salazar,centro_derecha,centro_izquierda,jorge alessandri,nelson venegas,positive,positive,0,12,3,0,65.0,12.0,1,0.0029305674310870604,0.023389551321005203,0.0,0.0,0.0,0.17773477812177502,0.13853695226492746,0.031747236106508286,cluster_2,cluster_2
"Alessandri, Jorge","Orsini, Maite",1.1462450592885376,Región Metropolitana de Santiago (47),Región Metropolitana de Santiago (47),UDI,RD,Jorge Alessandri Vergara,Maite Orsini Pascal,centro_derecha,izquierda,jorge alessandri,maite orsini,neutral,neutral,0,12,6,4,65.0,55.0,0,0.0029305674310870604,0.006503163988794764,0.0,0.004375798768444289,0.0,0.09800362976406533,0.13853695226492746,0.09927006463158107,cluster_2,cluster_2
"Alessandri, Jorge","Orsini, Maite",1.1462450592885376,Región Metropolitana de Santiago (47),Región Metropolitana de Santiago (47),UDI,RD,Jorge Alessandri Vergara,Maite Orsini Pascal,centro_derecha,izquierda,jorge alessandri,maite orsini,negative,negative,0,12,6,4,65.0,55.0,0,0.0029305674310870604,0.006503163988794764,0.0,0.004375798768444289,0.0,0.09800362976406533,0.13853695226492746,0.09927006463158107,cluster_2,cluster_2
"Flores, Camila","Jiles, Pamela",1.1488801054018445,Región de Valparaíso (16),Región Metropolitana de Santiago (47),RN,PH,Camila Flores Oporto,Pamela Jiles Moreno,centro_derecha,izquierda,camila flores,pamela jiles,neutral,neutral,2,4,5,7,33.0,57.0,1,0.003539362156779152,0.006443341208678246,0.006323393334329201,0.007495972377028495,0.057610241820768134,0.07733918128654971,0.10602726115872815,0.11493751759511782,cluster_2,cluster_2
"Flores, Camila","Jiles, Pamela",1.1488801054018445,Región de Valparaíso (16),Región Metropolitana de Santiago (47),RN,PH,Camila Flores Oporto,Pamela Jiles Moreno,centro_derecha,izquierda,camila flores,pamela jiles,positive,positive,2,4,5,7,33.0,57.0,1,0.003539362156779152,0.006443341208678246,0.006323393334329201,0.007495972377028495,0.057610241820768134,0.07733918128654971,0.10602726115872815,0.11493751759511782,cluster_2,cluster_2
"Arroyo, Roberto","Manouchehri, Daniel",1.1515151515151516,Región del Biobío (13),Región de Coquimbo (7),PSC,PS,Roberto Arroyo Munoz,Daniel Manouchehri Moghadam Kashan Lobos,derecha,centro_izquierda,roberto arroyo,daniel manouchehri,neutral,neutral,1,12,6,1,29.0,17.0,0,0.003207319383151129,0.008388234844777447,0.0009331067735564075,0.0002396305332868595,0.006578947368421052,0.07792809488510008,0.03206121150628474,0.026859832443703383,cluster_3,cluster_8
"Bulnes, Mercedes","Moreno, Benjamin",1.155467720685112,Región del Maule (11),Región del Maule (11),Ind-CS,PLR,Mercedes Bulnes Nunez,Benjamin Moreno Bascur,izquierda,derecha,mercedes bulnes,benjamin moreno,neutral,neutral,6,12,2,1,27.0,6.0,1,0.004374706195382495,0.004070662666979096,0.0009993542822925882,0.0002178459393516905,0.04029605263157895,0.03134674922600619,0.04351146300710888,0.011926162814276994,cluster_2,cluster_2
"Hertz, Carmen","Labbe, Cristian",1.1567852437417654,Región Metropolitana de Santiago (47),Región Metropolitana de Santiago (47),PCCh,UDI,Carmen Hertz Cadiz,Cristian Labbe Martinez,izquierda,centro_derecha,carmen hertz,cristian labbé,negative,negative,17,9,1,0,47.0,12.0,0,0.015765241675772004,0.004419700283288524,0.01072586426586078,0.0,0.12224108658743632,0.07342575187969926,0.1886280271762846,0.015224163459103244,cluster_3,cluster_3
"Hertz, Carmen","Labbe, Cristian",1.1567852437417654,Región Metropolitana de Santiago (47),Región Metropolitana de Santiago (47),PCCh,UDI,Carmen Hertz Cadiz,Cristian Labbe Martinez,izquierda,centro_derecha,carmen hertz,cristian labbé,negative,negative,17,9,1,0,47.0,12.0,0,0.015765241675772004,0.004419700283288524,0.01072586426586078,0.0,0.12224108658743632,0.07342575187969926,0.1886280271762846,0.015224163459103244,cluster_3,cluster_3
