parliamentarian_1,parliamentarian_2,proportion_agreement,region_1,region_2,partido_1,partido_2,Diputado_1,Diputado_2,sector_1,sector_2,Unnamed: 0,person_1,person_2,label,sentiment,date,original_index
"Castillo, Nathalie","Ramirez, Guillermo",0.932806324110672,Región de Coquimbo (7),Región Metropolitana de Santiago (47),PCCh,UDI,Nathalie Castillo Rojas,Guillermo Ramirez Diez,izquierda,centro_derecha,,,,,no_link_found,,
"Bugueno, Felix","Flores, Camila",0.9341238471673254,Región del Libertador General Bernardo O'Higgins (9),Región de Valparaíso (16),Comunes,RN,Felix Bugueno Sotelo,Camila Flores Oporto,izquierda,centro_derecha,,,,,no_link_found,,
"Bugueno, Felix","Kaiser, Johannes",0.9341238471673254,Región del Libertador General Bernardo O'Higgins (9),Región Metropolitana de Santiago (47),Comunes,PLR,Felix Bugueno Sotelo,Johannes Kaiser Barents-Von Hohenhagen,izquierda,derecha,,,,,no_link_found,,
"Castillo, Nathalie","Martinez, Cristobal",0.9341238471673254,Región de Coquimbo (7),Región de Ńuble (5),PCCh,UDI,Nathalie Castillo Rojas,Cristobal Martinez Ramirez,izquierda,centro_derecha,,,,,no_link_found,,
"Cariola, Karol","Romero, Agustin",0.9341238471673254,Región Metropolitana de Santiago (47),Región Metropolitana de Santiago (47),PCCh,PLR,Karol Cariola Oliva,Agustin Romero Leiva,izquierda,derecha,,,,,no_link_found,,
"Ojeda, Mauricio","Placencia, Alejandra",0.9341238471673254,Región de la Araucanía (11),Región Metropolitana de Santiago (47),Ind-PLR,PCCh,Mauricio Ojeda Rebolledo,Alejandra Placencia Cabello,derecha,izquierda,,,,,no_link_found,,
"Lilayu, Daniel","Serrano, Daniela",0.9341238471673254,Región de Los Lagos (9),Región Metropolitana de Santiago (47),UDI,PCCh,Daniel Lilayu Vivanco,Daniela Serrano Salazar,centro_derecha,izquierda,,,,,no_link_found,,
"Martinez, Cristobal","Ramirez, Matias",0.9341238471673254,Región de Ńuble (5),Región de Tarapacá (3),UDI,PCCh,Cristobal Martinez Ramirez,Matias Ramirez Pascal,centro_derecha,izquierda,,,,,no_link_found,,
"Cuello, Luis Alberto","Schubert, Stephan",0.9341238471673254,Región de Valparaíso (16),Región de la Araucanía (11),PCCh,Ind-PLR,Luis Cuello Pena y Lillo,Stephan Schubert Rubio,izquierda,derecha,,,,,no_link_found,,
"Barrera, Boris","Jurgensen, Harry",0.9341238471673254,Región Metropolitana de Santiago (47),Región de Los Lagos (9),PCCh,Ind-PLR,Boris Barrera Moreno,Harry Jurgensen Rundshagen,izquierda,derecha,,,,,no_link_found,,
"Donoso, Felipe","Ramirez, Matias",0.9341238471673254,Región del Maule (11),Región de Tarapacá (3),UDI,PCCh,Felipe Donoso Castro,Matias Ramirez Pascal,centro_derecha,izquierda,,,,,no_link_found,,
"Meza, Jose Carlos","Pizarro, Lorena",0.9354413702239788,Región Metropolitana de Santiago (47),Región Metropolitana de Santiago (47),PLR,PCCh,Jose Carlos Meza Pereira,Lorena Pizarro Sierra,derecha,izquierda,,,,,no_link_found,,
"Bobadilla, Sergio","Fries, Lorena",0.9354413702239788,Región del Biobío (13),Región Metropolitana de Santiago (47),UDI,CS,Sergio Bobadilla Munoz,Lorena Fries Monleon,centro_derecha,izquierda,,,,,no_link_found,,
"Castillo, Nathalie","Cornejo, Eduardo",0.9354413702239788,Región de Coquimbo (7),Región del Libertador General Bernardo O'Higgins (9),PCCh,UDI,Nathalie Castillo Rojas,Eduardo Cornejo Lagos,izquierda,centro_derecha,,,,,no_link_found,,
"Barrera, Boris","Naveillan, Gloria",0.9354413702239788,Región Metropolitana de Santiago (47),Región de la Araucanía (11),PCCh,Ind-PLR,Boris Barrera Moreno,Gloria Naveillan Arriagada,izquierda,derecha,,,,,no_link_found,,
"Jurgensen, Harry","Ramirez, Matias",0.9367588932806324,Región de Los Lagos (9),Región de Tarapacá (3),Ind-PLR,PCCh,Harry Jurgensen Rundshagen,Matias Ramirez Pascal,derecha,izquierda,,,,,no_link_found,,
"Kaiser, Johannes","Nanco, Ericka",0.9367588932806324,Región Metropolitana de Santiago (47),Región de la Araucanía (11),PLR,RD,Johannes Kaiser Barents-Von Hohenhagen,Ericka Nanco Vasquez,derecha,izquierda,,,,,no_link_found,,
"Moreno, Benjamin","Serrano, Daniela",0.9367588932806324,Región del Maule (11),Región Metropolitana de Santiago (47),PLR,PCCh,Benjamin Moreno Bascur,Daniela Serrano Salazar,derecha,izquierda,,,,,no_link_found,,
"Donoso, Felipe","Pizarro, Lorena",0.9367588932806324,Región del Maule (11),Región Metropolitana de Santiago (47),UDI,PCCh,Felipe Donoso Castro,Lorena Pizarro Sierra,centro_derecha,izquierda,,,,,no_link_found,,
"Acevedo, Maria Candelaria","Jurgensen, Harry",0.9367588932806324,Región del Biobío (13),Región de Los Lagos (9),PCCh,Ind-PLR,Maria Candelaria Acevedo Saez,Harry Jurgensen Rundshagen,izquierda,derecha,,,,,no_link_found,,
"Ramirez, Matias","Teao, Hotuiti",0.938076416337286,Región de Tarapacá (3),Región de Valparaíso (16),PCCh,Ind-Evópoli,Matias Ramirez Pascal,Hotuiti Teao Drago,izquierda,centro_derecha,,,,,no_link_found,,
"Bobadilla, Sergio","Cuello, Luis Alberto",0.938076416337286,Región del Biobío (13),Región de Valparaíso (16),UDI,PCCh,Sergio Bobadilla Munoz,Luis Cuello Pena y Lillo,centro_derecha,izquierda,,,,,no_link_found,,
"Romero, Leonidas","Videla, Sebastian",0.938076416337286,Región del Biobío (13),Región de Antofagasta (5),Ind-RN,Ind-PL,Leonidas Romero Saez,Sebastian Videla Castillo,centro_derecha,centro_izquierda,,,,,no_link_found,,
"Bobadilla, Sergio","Ibanez, Diego",0.938076416337286,Región del Biobío (13),Región de Valparaíso (16),UDI,CS,Sergio Bobadilla Munoz,Diego Ibanez Cotroneo,centro_derecha,izquierda,,,,,no_link_found,,
"Placencia, Alejandra","Sanchez, Luis",0.9393939393939394,Región Metropolitana de Santiago (47),Región de Valparaíso (16),PCCh,PLR,Alejandra Placencia Cabello,Luis Sanchez Ossa,izquierda,derecha,,,,,no_link_found,,
"Castillo, Nathalie","Weisse, Flor",0.9393939393939394,Región de Coquimbo (7),Región del Biobío (13),PCCh,UDI,Nathalie Castillo Rojas,Flor Weisse Novoa,izquierda,centro_derecha,,,,,no_link_found,,
"Placencia, Alejandra","Romero, Leonidas",0.9393939393939394,Región Metropolitana de Santiago (47),Región del Biobío (13),PCCh,Ind-RN,Alejandra Placencia Cabello,Leonidas Romero Saez,izquierda,centro_derecha,,,,,no_link_found,,
"Cid, Sofia","Pizarro, Lorena",0.9393939393939394,Región de Atacama (5),Región Metropolitana de Santiago (47),RN,PCCh,Sofia Cid Versalovic,Lorena Pizarro Sierra,centro_derecha,izquierda,,,,,no_link_found,,
"Barrera, Boris","Coloma, Juan Antonio",0.9407114624505928,Región Metropolitana de Santiago (47),Región Metropolitana de Santiago (47),PCCh,UDI,Boris Barrera Moreno,Juan Antonio Coloma Alamos,izquierda,centro_derecha,,,,,no_link_found,,
"Sanchez, Luis","Winter, Gonzalo",0.9407114624505928,Región de Valparaíso (16),Región Metropolitana de Santiago (47),PLR,CS,Luis Sanchez Ossa,Gonzalo Winter Etcheberry,derecha,izquierda,,,,,no_link_found,,
"Araya, Cristian","Ramirez, Matias",0.9407114624505928,Región Metropolitana de Santiago (47),Región de Tarapacá (3),PLR,PCCh,Cristian Araya Lerdo de Tejada,Matias Ramirez Pascal,derecha,izquierda,,,,,no_link_found,,
"Alessandri, Jorge","Castillo, Nathalie",0.9420289855072465,Región Metropolitana de Santiago (47),Región de Coquimbo (7),UDI,PCCh,Jorge Alessandri Vergara,Nathalie Castillo Rojas,centro_derecha,izquierda,,,,,no_link_found,,
"Bobadilla, Sergio","Cariola, Karol",0.9420289855072465,Región del Biobío (13),Región Metropolitana de Santiago (47),UDI,PCCh,Sergio Bobadilla Munoz,Karol Cariola Oliva,centro_derecha,izquierda,95.0,sergio bobadilla,karol cariola,neutral,neutral,Unknown,30.0
"Bobadilla, Sergio","Cariola, Karol",0.9420289855072465,Región del Biobío (13),Región Metropolitana de Santiago (47),UDI,PCCh,Sergio Bobadilla Munoz,Karol Cariola Oliva,centro_derecha,izquierda,689.0,sergio bobadilla,karol cariola,negative,negative,Unknown,215.0
"Bobadilla, Sergio","Cariola, Karol",0.9420289855072465,Región del Biobío (13),Región Metropolitana de Santiago (47),UDI,PCCh,Sergio Bobadilla Munoz,Karol Cariola Oliva,centro_derecha,izquierda,2180.0,sergio bobadilla,karol cariola,negative,negative,Unknown,558.0
"Bobadilla, Sergio","Cariola, Karol",0.9420289855072465,Región del Biobío (13),Región Metropolitana de Santiago (47),UDI,PCCh,Sergio Bobadilla Munoz,Karol Cariola Oliva,centro_derecha,izquierda,2584.0,sergio bobadilla,karol cariola,negative,negative,Unknown,662.0
"Castillo, Nathalie","Celis, Andres",0.9420289855072465,Región de Coquimbo (7),Región de Valparaíso (16),PCCh,RN,Nathalie Castillo Rojas,Andres Celis Montt,izquierda,centro_derecha,,,,,no_link_found,,
"Naveillan, Gloria","Sagardia, Clara",0.9420289855072465,Región de la Araucanía (11),Región del Biobío (13),Ind-PLR,Ind-CS,Gloria Naveillan Arriagada,Clara Sagardia Cabezas,derecha,izquierda,,,,,no_link_found,,
"Ibanez, Diego","Meza, Jose Carlos",0.9433465085639,Región de Valparaíso (16),Región Metropolitana de Santiago (47),CS,PLR,Diego Ibanez Cotroneo,Jose Carlos Meza Pereira,izquierda,derecha,,,,,no_link_found,,
"Pizarro, Lorena","Teao, Hotuiti",0.9433465085639,Región Metropolitana de Santiago (47),Región de Valparaíso (16),PCCh,Ind-Evópoli,Lorena Pizarro Sierra,Hotuiti Teao Drago,izquierda,centro_derecha,,,,,no_link_found,,
"Riquelme, Marcela","Romero, Agustin",0.9433465085639,Región del Libertador General Bernardo O'Higgins (9),Región Metropolitana de Santiago (47),Ind-CS,PLR,Marcela Riquelme Aliaga,Agustin Romero Leiva,izquierda,derecha,,,,,no_link_found,,
"Kaiser, Johannes","Yeomans, Gael",0.9433465085639,Región Metropolitana de Santiago (47),Región Metropolitana de Santiago (47),PLR,CS,Johannes Kaiser Barents-Von Hohenhagen,Gael Yeomans Araya,derecha,izquierda,,,,,no_link_found,,
"Kaiser, Johannes","Sagardia, Clara",0.9433465085639,Región Metropolitana de Santiago (47),Región del Biobío (13),PLR,Ind-CS,Johannes Kaiser Barents-Von Hohenhagen,Clara Sagardia Cabezas,derecha,izquierda,,,,,no_link_found,,
"Gazmuri, Ana Maria","Sanchez, Luis",0.9433465085639,Región Metropolitana de Santiago (47),Región de Valparaíso (16),AH,PLR,Ana Maria Gazmuri Vieira,Luis Sanchez Ossa,izquierda,derecha,,,,,no_link_found,,
"Palma, Hernan","Sanchez, Luis",0.9446640316205532,Región Metropolitana de Santiago (47),Región de Valparaíso (16),PH,PLR,Hernan Palma Perez,Luis Sanchez Ossa,izquierda,derecha,,,,,no_link_found,,
"Delgado, Viviana","Flores, Camila",0.9446640316205532,Región Metropolitana de Santiago (47),Región de Valparaíso (16),Ind-PL,RN,Viviana Delgado Riquelme,Camila Flores Oporto,centro_izquierda,centro_derecha,,,,,no_link_found,,
"De la Carrera, Gonzalo","Gonzalez, Felix",0.9459815546772068,Región Metropolitana de Santiago (47),Región del Biobío (13),Ind-PLR,PEV,Gonzalo de la Carrera Correa,Felix Gonzalez Gatica,derecha,izquierda,,,,,no_link_found,,
"Concha, Sara","Mix, Claudia",0.9459815546772068,Región de Ńuble (5),Región Metropolitana de Santiago (47),PSC,Comunes,Sara Concha Smith,Claudia Mix Jimenez,derecha,izquierda,,,,,no_link_found,,
"Barchiesi, Chiara","Placencia, Alejandra",0.9459815546772068,Región de Valparaíso (16),Región Metropolitana de Santiago (47),PLR,PCCh,Chiara Barchiesi Chavez,Alejandra Placencia Cabello,derecha,izquierda,1855.0,chiara barchiesi,alejandra placencia,negative,negative,Unknown,494.0
"Kaiser, Johannes","Morales, Javiera",0.9459815546772068,Región Metropolitana de Santiago (47),Región de Magallanes y la Antártica Chilena (3),PLR,CS,Johannes Kaiser Barents-Von Hohenhagen,Javiera Morales Alvarado,derecha,izquierda,,,,,no_link_found,,
"Giordano, Andres","Sanchez, Luis",0.9459815546772068,Región Metropolitana de Santiago (47),Región de Valparaíso (16),Ind-RD,PLR,Andres Giordano Salazar,Luis Sanchez Ossa,izquierda,derecha,,,,,no_link_found,,
"Ilabaca, Marcos","Romero, Leonidas",0.9459815546772068,Región de Los Ríos (5),Región del Biobío (13),PS,Ind-RN,Marcos Ilabaca Cerda,Leonidas Romero Saez,centro_izquierda,centro_derecha,,,,,no_link_found,,
"Araya, Cristian","Barrera, Boris",0.9459815546772068,Región Metropolitana de Santiago (47),Región Metropolitana de Santiago (47),PLR,PCCh,Cristian Araya Lerdo de Tejada,Boris Barrera Moreno,derecha,izquierda,,,,,no_link_found,,
"Labra, Paula","Ramirez, Matias",0.9459815546772068,Región del Maule (11),Región de Tarapacá (3),Ind-RN,PCCh,Paula Labra Besserer,Matias Ramirez Pascal,centro_derecha,izquierda,,,,,no_link_found,,
"Coloma, Juan Antonio","Ramirez, Matias",0.9459815546772068,Región Metropolitana de Santiago (47),Región de Tarapacá (3),UDI,PCCh,Juan Antonio Coloma Alamos,Matias Ramirez Pascal,centro_derecha,izquierda,,,,,no_link_found,,
"Cid, Sofia","Serrano, Daniela",0.9459815546772068,Región de Atacama (5),Región Metropolitana de Santiago (47),RN,PCCh,Sofia Cid Versalovic,Daniela Serrano Salazar,centro_derecha,izquierda,,,,,no_link_found,,
"Hertz, Carmen","Sulantay, Marco Antonio",0.9472990777338604,Región Metropolitana de Santiago (47),Región de Coquimbo (7),PCCh,UDI,Carmen Hertz Cadiz,Marco Sulantay Olivares,izquierda,centro_derecha,,,,,no_link_found,,
"Barchiesi, Chiara","Tello, Carolina",0.9472990777338604,Región de Valparaíso (16),Región de Coquimbo (7),PLR,PCCh,Chiara Barchiesi Chavez,Carolina Tello Rojas,derecha,izquierda,,,,,no_link_found,,
"Barchiesi, Chiara","Riquelme, Marcela",0.9472990777338604,Región de Valparaíso (16),Región del Libertador General Bernardo O'Higgins (9),PLR,Ind-CS,Chiara Barchiesi Chavez,Marcela Riquelme Aliaga,derecha,izquierda,,,,,no_link_found,,
"Alessandri, Jorge","Pizarro, Lorena",0.9472990777338604,Región Metropolitana de Santiago (47),Región Metropolitana de Santiago (47),UDI,PCCh,Jorge Alessandri Vergara,Lorena Pizarro Sierra,centro_derecha,izquierda,,,,,no_link_found,,
"Palma, Hernan","Romero, Agustin",0.9472990777338604,Región Metropolitana de Santiago (47),Región Metropolitana de Santiago (47),PH,PLR,Hernan Palma Perez,Agustin Romero Leiva,izquierda,derecha,,,,,no_link_found,,
"Benavente, Gustavo","Castillo, Nathalie",0.9486166007905138,Región del Maule (11),Región de Coquimbo (7),UDI,PCCh,Gustavo Benavente Vergara,Nathalie Castillo Rojas,centro_derecha,izquierda,,,,,no_link_found,,
"Becker, Miguel Angel","Hertz, Carmen",0.9486166007905138,Región de la Araucanía (11),Región Metropolitana de Santiago (47),RN,PCCh,Miguel Becker Alvear,Carmen Hertz Cadiz,centro_derecha,izquierda,,,,,no_link_found,,
"Acevedo, Maria Candelaria","Moreno, Benjamin",0.9486166007905138,Región del Biobío (13),Región del Maule (11),PCCh,PLR,Maria Candelaria Acevedo Saez,Benjamin Moreno Bascur,izquierda,derecha,,,,,no_link_found,,
"Hertz, Carmen","Mellado, Miguel",0.9486166007905138,Región Metropolitana de Santiago (47),Región de la Araucanía (11),PCCh,RN,Carmen Hertz Cadiz,Miguel Mellado Suazo,izquierda,centro_derecha,,,,,no_link_found,,
"Placencia, Alejandra","Schubert, Stephan",0.9486166007905138,Región Metropolitana de Santiago (47),Región de la Araucanía (11),PCCh,Ind-PLR,Alejandra Placencia Cabello,Stephan Schubert Rubio,izquierda,derecha,,,,,no_link_found,,
"Lilayu, Daniel","Winter, Gonzalo",0.9486166007905138,Región de Los Lagos (9),Región Metropolitana de Santiago (47),UDI,CS,Daniel Lilayu Vivanco,Gonzalo Winter Etcheberry,centro_derecha,izquierda,2497.0,daniel lilayu,gonzalo winter,negative,negative,Unknown,635.0
"Gazmuri, Ana Maria","Weisse, Flor",0.9499341238471674,Región Metropolitana de Santiago (47),Región del Biobío (13),AH,UDI,Ana Maria Gazmuri Vieira,Flor Weisse Novoa,izquierda,centro_derecha,,,,,no_link_found,,
"Barchiesi, Chiara","Ibanez, Diego",0.9499341238471674,Región de Valparaíso (16),Región de Valparaíso (16),PLR,CS,Chiara Barchiesi Chavez,Diego Ibanez Cotroneo,derecha,izquierda,,,,,no_link_found,,
"Kaiser, Johannes","Rojas, Camila",0.9499341238471674,Región Metropolitana de Santiago (47),Región de Valparaíso (16),PLR,Comunes,Johannes Kaiser Barents-Von Hohenhagen,Camila Rojas Valderrama,derecha,izquierda,,,,,no_link_found,,
"Araya, Cristian","Serrano, Daniela",0.9499341238471674,Región Metropolitana de Santiago (47),Región Metropolitana de Santiago (47),PLR,PCCh,Cristian Araya Lerdo de Tejada,Daniela Serrano Salazar,derecha,izquierda,,,,,no_link_found,,
"Barchiesi, Chiara","Giordano, Andres",0.9499341238471674,Región de Valparaíso (16),Región Metropolitana de Santiago (47),PLR,Ind-RD,Chiara Barchiesi Chavez,Andres Giordano Salazar,derecha,izquierda,,,,,no_link_found,,
"Cuello, Luis Alberto","Weisse, Flor",0.9499341238471674,Región de Valparaíso (16),Región del Biobío (13),PCCh,UDI,Luis Cuello Pena y Lillo,Flor Weisse Novoa,izquierda,centro_derecha,,,,,no_link_found,,
"Castillo, Nathalie","Donoso, Felipe",0.9499341238471674,Región de Coquimbo (7),Región del Maule (11),PCCh,UDI,Nathalie Castillo Rojas,Felipe Donoso Castro,izquierda,centro_derecha,,,,,no_link_found,,
"Castillo, Nathalie","Naveillan, Gloria",0.9512516469038208,Región de Coquimbo (7),Región de la Araucanía (11),PCCh,Ind-PLR,Nathalie Castillo Rojas,Gloria Naveillan Arriagada,izquierda,derecha,,,,,no_link_found,,
"Matheson, Christian","Ramirez, Matias",0.9512516469038208,Región de Magallanes y la Antártica Chilena (3),Región de Tarapacá (3),Ind-Evópoli,PCCh,Christian Matheson Villan,Matias Ramirez Pascal,centro_derecha,izquierda,,,,,no_link_found,,
"Castillo, Nathalie","Sulantay, Marco Antonio",0.9512516469038208,Región de Coquimbo (7),Región de Coquimbo (7),PCCh,UDI,Nathalie Castillo Rojas,Marco Sulantay Olivares,izquierda,centro_derecha,,,,,no_link_found,,
"Cariola, Karol","Donoso, Felipe",0.9512516469038208,Región Metropolitana de Santiago (47),Región del Maule (11),PCCh,UDI,Karol Cariola Oliva,Felipe Donoso Castro,izquierda,centro_derecha,,,,,no_link_found,,
"Barrera, Boris","Moreno, Benjamin",0.9512516469038208,Región Metropolitana de Santiago (47),Región del Maule (11),PCCh,PLR,Boris Barrera Moreno,Benjamin Moreno Bascur,izquierda,derecha,,,,,no_link_found,,
"Romero, Agustin","Saez, Jaime",0.9512516469038208,Región Metropolitana de Santiago (47),Región de Los Lagos (9),PLR,RD,Agustin Romero Leiva,Jaime Saez Quiroz,derecha,izquierda,,,,,no_link_found,,
"Romero, Leonidas","Tello, Carolina",0.9512516469038208,Región del Biobío (13),Región de Coquimbo (7),Ind-RN,PCCh,Leonidas Romero Saez,Carolina Tello Rojas,centro_derecha,izquierda,,,,,no_link_found,,
"Cuello, Luis Alberto","Ojeda, Mauricio",0.9512516469038208,Región de Valparaíso (16),Región de la Araucanía (11),PCCh,Ind-PLR,Luis Cuello Pena y Lillo,Mauricio Ojeda Rebolledo,izquierda,derecha,,,,,no_link_found,,
"Romero, Agustin","Nanco, Ericka",0.9512516469038208,Región Metropolitana de Santiago (47),Región de la Araucanía (11),PLR,RD,Agustin Romero Leiva,Ericka Nanco Vasquez,derecha,izquierda,,,,,no_link_found,,
"Cornejo, Eduardo","Hertz, Carmen",0.9525691699604744,Región del Libertador General Bernardo O'Higgins (9),Región Metropolitana de Santiago (47),UDI,PCCh,Eduardo Cornejo Lagos,Carmen Hertz Cadiz,centro_derecha,izquierda,,,,,no_link_found,,
"Barchiesi, Chiara","Gazmuri, Ana Maria",0.9525691699604744,Región de Valparaíso (16),Región Metropolitana de Santiago (47),PLR,AH,Chiara Barchiesi Chavez,Ana Maria Gazmuri Vieira,derecha,izquierda,,,,,no_link_found,,
"Alessandri, Jorge","Barrera, Boris",0.9525691699604744,Región Metropolitana de Santiago (47),Región Metropolitana de Santiago (47),UDI,PCCh,Jorge Alessandri Vergara,Boris Barrera Moreno,centro_derecha,izquierda,,,,,no_link_found,,
"Hertz, Carmen","Matheson, Christian",0.9525691699604744,Región Metropolitana de Santiago (47),Región de Magallanes y la Antártica Chilena (3),PCCh,Ind-Evópoli,Carmen Hertz Cadiz,Christian Matheson Villan,izquierda,centro_derecha,,,,,no_link_found,,
"Benavente, Gustavo","Ramirez, Matias",0.9538866930171278,Región del Maule (11),Región de Tarapacá (3),UDI,PCCh,Gustavo Benavente Vergara,Matias Ramirez Pascal,centro_derecha,izquierda,,,,,no_link_found,,
